workflow,algorithm,seed,makespan,cost,pareto_front_size,hypervolume,avg_utilization_pct,fairness_index,speedup,search_wallclock_ms,sim_wallclock_ms
Epigenomics_100,LIWSA_L0.70,4,57102.5020,207253.8644,9,2788205520.8089,37.40,0.7377,3.5369,501,524
Epigenomics_100,LIWSA_L0.70,5,48412.3195,207254.6406,13,2868484718.9403,44.12,0.7403,4.1718,345,367
Epigenomics_100,LIWSA_L0.90,1,57447.2140,208789.1356,7,2740456213.2538,37.73,0.7466,3.5157,223,244
Epigenomics_100,LIWSA_L0.90,2,48130.5265,208790.3769,9,2819933206.9980,45.04,0.7466,4.1963,237,263
Epigenomics_100,LIWSA_L0.90,3,49094.9235,207255.2954,9,2742455598.1347,43.50,0.7402,4.1138,295,321
Epigenomics_100,LIWSA_L0.90,4,62792.8240,207254.2045,11,2854244886.5068,34.01,0.7401,3.2164,292,328
Epigenomics_100,LIWSA_L0.90,5,50593.3545,207254.6159,10,2752965937.8760,42.21,0.7401,3.9920,476,520
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,4209075.2057,48.56,0.7697,4.6036,0,429
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,1462195.6752,46.53,0.9272,3.2322,0,62
Inspiral_100,LIWSA_L0.10,1,2876.7515,10293.7845,7,7202625.8812,33.98,0.6415,3.6573,1306,1350
Inspiral_100,LIWSA_L0.10,2,2595.2330,10332.6255,6,6973986.0082,36.48,0.6262,4.0540,1176,1218
Inspiral_100,LIWSA_L0.10,3,2227.0635,10532.8885,7,7565154.1570,48.61,0.7623,4.7238,1328,1567
Inspiral_100,LIWSA_L0.10,4,2667.7160,9878.5042,6,6697074.6927,33.40,0.5070,3.9440,2064,2134
Inspiral_100,LIWSA_L0.10,5,3227.5115,9900.2878,9,7362636.0399,26.15,0.4493,3.2599,1585,1647
Inspiral_100,LIWSA_L0.30,1,2498.7895,10218.5379,9,7297334.3346,39.43,0.6535,4.2101,1384,1446
Inspiral_100,LIWSA_L0.30,2,2337.7050,10304.8824,10,7035436.9131,41.05,0.6514,4.5007,1217,1275
Inspiral_100,LIWSA_L0.30,3,2792.3120,10437.5140,8,6755148.4897,36.50,0.6959,3.7678,1923,2103
Inspiral_100,LIWSA_L0.30,4,2268.9610,10521.5454,5,7233742.5311,47.97,0.7437,4.6366,1198,1248
Inspiral_100,LIWSA_L0.30,5,2096.5980,10655.1342,10,6969140.1851,52.22,0.7674,5.0176,993,1235
Inspiral_100,LIWSA_L0.50,1,2037.3695,10623.8368,10,7048964.6293,51.95,0.7452,5.1634,856,915
Inspiral_100,LIWSA_L0.50,2,2207.1865,10721.4999,9,6965443.9192,49.95,0.7554,4.7662,654,688
Inspiral_100,LIWSA_L0.50,3,2248.7915,10541.9050,5,7168067.4723,46.38,0.7028,4.6784,888,918
Inspiral_100,LIWSA_L0.50,4,2750.2360,10402.0648,5,7164784.8383,37.48,0.6748,3.8253,830,881
Inspiral_100,LIWSA_L0.50,5,1950.3820,10650.6670,8,7166534.1033,55.91,0.7594,5.3940,858,899
Inspiral_100,LIWSA_L0.70,1,2037.6900,10621.3603,9,7189686.7320,53.23,0.7587,5.1628,569,607
Inspiral_100,LIWSA_L0.70,2,2244.3660,10423.2117,9,7442343.0465,44.79,0.6806,4.6875,677,728
Inspiral_100,LIWSA_L0.70,3,2600.5595,10376.3306,8,7410860.6572,38.47,0.6494,4.0451,828,913
Inspiral_100,LIWSA_L0.70,4,2127.8845,10506.4429,8,7186472.7712,49.21,0.7352,4.9439,797,850
Inspiral_100,LIWSA_L0.70,5,2147.3985,10527.8952,11,7142601.2932,45.22,0.6631,4.8989,659,700
Inspiral_100,LIWSA_L0.90,1,2779.4515,10093.4093,10,7685582.5147,32.15,0.5374,3.7853,349,397
Inspiral_100,LIWSA_L0.90,2,2204.2460,10470.2475,10,7152436.4504,46.47,0.7012,4.7727,337,376
Inspiral_100,LIWSA_L0.90,3,2612.6490,10391.4058,12,7604829.8819,38.80,0.6821,4.0266,304,338
Inspiral_100,LIWSA_L0.90,4,2402.3310,10732.3737,7,7402882.0117,46.58,0.7758,4.3792,298,327
Inspiral_100,LIWSA_L0.90,5,2301.8245,10650.0115,14,6928608.8498,48.16,0.7502,4.5704,319,348
Montage_100,HEFT,0,102.1120,552.2046,1,12817.6431,59.04,0.9123,5.3221,0,462
Montage_100,Min-Min,0,160.2780,578.5609,1,3709.2233,56.34,0.8894,3.3939,0,138
Montage_100,LIWSA_L0.10,1,104.9615,556.0760,8,14361.1011,59.01,0.9219,5.1777,1576,1732
Montage_100,LIWSA_L0.10,2,112.9220,550.2358,5,15216.1392,52.43,0.8791,4.8142,837,936
Montage_100,LIWSA_L0.10,3,123.2950,544.3091,8,15502.2438,45.98,0.8288,4.4071,1192,1242
Montage_100,LIWSA_L0.10,4,103.5630,545.8612,11,15108.4654,56.32,0.8824,5.2487,830,869
Montage_100,LIWSA_L0.10,5,105.5040,548.0714,15,14721.1876,57.17,0.9084,5.1504,1035,1090
Montage_100,LIWSA_L0.30,1,103.6760,547.5624,15,15228.9347,55.91,0.8625,5.2428,815,879
Montage_100,LIWSA_L0.30,2,123.1070,549.9799,10,15024.8972,48.61,0.8935,4.4146,829,891
Montage_100,LIWSA_L0.30,3,112.7560,555.2713,4,14962.3938,54.05,0.9089,4.8191,867,913
Montage_100,LIWSA_L0.30,4,103.3990,550.4293,11,15620.8592,57.97,0.9118,5.2562,713,751
Montage_100,LIWSA_L0.30,5,103.4170,548.7683,12,15637.4360,56.99,0.8867,5.2547,877,936
Montage_100,LIWSA_L0.50,1,103.5410,549.1913,25,15834.4704,56.97,0.8866,5.2498,497,546
Montage_100,LIWSA_L0.50,2,103.4915,548.8925,6,14953.3162,57.60,0.9106,5.2512,588,630
Montage_100,LIWSA_L0.50,3,104.1090,547.4714,8,15213.6821,53.34,0.7839,5.2203,492,528
Montage_100,LIWSA_L0.50,4,103.3840,547.3020,8,15498.9814,56.70,0.8873,5.2559,513,558
Montage_100,LIWSA_L0.50,5,118.0100,546.2035,14,15938.5886,48.47,0.8453,4.6066,561,784
Montage_100,LIWSA_L0.70,1,103.4735,550.9830,15,15089.4735,58.17,0.9135,5.2514,573,622
Montage_100,LIWSA_L0.70,2,103.5070,548.9680,10,16070.8503,57.60,0.9054,5.2508,487,526
Montage_100,LIWSA_L0.70,3,103.4765,548.5617,8,15640.2999,55.63,0.8502,5.2520,436,485
Montage_100,LIWSA_L0.70,4,108.5390,548.8289,12,15481.9379,54.29,0.8856,5.0072,509,558
Montage_100,LIWSA_L0.70,5,123.3005,545.8861,13,16117.9724,45.34,0.7885,4.4075,490,526
Montage_100,LIWSA_L0.90,1,160.5600,522.6405,8,17369.6395,30.60,0.5835,3.3831,313,360
Montage_100,LIWSA_L0.90,2,112.9110,546.9016,18,15653.6836,52.55,0.8927,4.8124,346,397
Montage_100,LIWSA_L0.90,3,104.2675,552.6369,11,15190.0930,58.05,0.8987,5.2122,306,341
Montage_100,LIWSA_L0.90,4,144.5545,553.3046,11,15609.9701,40.53,0.8212,3.7587,223,252
Montage_100,LIWSA_L0.90,5,149.6665,529.3875,16,16584.8465,34.59,0.7016,3.6306,203,233
CyberShake_100,HEFT,0,512.2260,3183.5854,1,247872.8680,59.09,0.7096,6.1633,0,41
CyberShake_100,Min-Min,0,715.2585,3249.8389,1,92978.9960,50.88,0.8889,4.4094,0,20
CyberShake_100,LIWSA_L0.10,1,512.2260,3183.5854,11,1461468.4611,59.09,0.7096,6.1633,1060,1121
CyberShake_100,LIWSA_L0.10,2,512.2260,3183.5854,8,1445765.2841,59.09,0.7096,6.1633,1261,1317
CyberShake_100,LIWSA_L0.10,3,512.2260,3183.5854,13,1459478.1075,59.09,0.7096,6.1633,1061,1098
CyberShake_100,LIWSA_L0.10,4,512.2260,3183.5854,12,1453551.6352,59.09,0.7096,6.1633,860,890
CyberShake_100,LIWSA_L0.10,5,512.2260,3183.5854,10,1455717.2303,59.09,0.7096,6.1633,873,899
CyberShake_100,LIWSA_L0.30,1,512.2260,3183.5854,11,1457955.5572,59.09,0.7096,6.1633,1133,1200
CyberShake_100,LIWSA_L0.30,2,512.2260,3183.5854,11,1474290.9370,59.09,0.7096,6.1633,1126,1176
CyberShake_100,LIWSA_L0.30,3,512.2260,3183.5854,12,1454243.0562,59.09,0.7096,6.1633,1213,1252
CyberShake_100,LIWSA_L0.30,4,512.2260,3183.5854,10,1454323.9715,59.09,0.7096,6.1633,1194,1219
CyberShake_100,LIWSA_L0.30,5,512.2260,3183.5854,7,1448587.6602,59.09,0.7096,6.1633,744,780
CyberShake_100,LIWSA_L0.50,1,512.2260,3183.5854,11,1457938.8340,59.09,0.7096,6.1633,739,781
CyberShake_100,LIWSA_L0.50,2,512.2260,3183.5854,13,1452761.7306,59.09,0.7096,6.1633,729,795
CyberShake_100,LIWSA_L0.50,3,545.6870,3190.9486,10,1442076.5696,55.81,0.7087,5.7825,855,903
CyberShake_100,LIWSA_L0.50,4,512.2260,3183.3877,11,1456684.7697,59.06,0.7089,6.1633,757,800
CyberShake_100,LIWSA_L0.50,5,512.2260,3183.5854,13,1452574.0309,59.09,0.7096,6.1633,614,646
CyberShake_100,LIWSA_L0.70,1,512.2260,3183.5854,9,1445757.5355,59.09,0.7096,6.1633,482,518
CyberShake_100,LIWSA_L0.70,2,512.2260,3183.4117,9,1454654.7687,59.07,0.7090,6.1633,535,562
CyberShake_100,LIWSA_L0.70,3,512.2260,3183.5854,12,1453476.2554,59.09,0.7096,6.1633,515,540
CyberShake_100,LIWSA_L0.70,4,512.2260,3183.5854,8,1462152.0643,59.09,0.7096,6.1633,543,569
CyberShake_100,LIWSA_L0.70,5,512.2260,3183.5854,9,1449230.9284,59.09,0.7096,6.1633,517,563
CyberShake_100,LIWSA_L0.90,1,512.2260,3183.5854,10,1458928.0624,59.09,0.7096,6.1633,333,363
CyberShake_100,LIWSA_L0.90,2,512.2260,3183.5854,8,1450631.6917,59.09,0.7096,6.1633,268,295
CyberShake_100,LIWSA_L0.90,3,512.2260,3183.4951,12,1448547.6315,59.04,0.7087,6.1633,280,312
CyberShake_100,LIWSA_L0.90,4,512.2260,3183.3982,12,1463034.4897,59.08,0.7096,6.1633,313,360
CyberShake_100,LIWSA_L0.90,5,512.2260,3183.5854,4,1452912.3081,59.09,0.7096,6.1633,360,411
Sipht_100,HEFT,0,2350.0945,8309.0314,1,6408349.0281,28.01,0.3904,3.7004,0,938
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1415273.6934,25.75,0.4723,2.3044,0,1120
Sipht_100,LIWSA_L0.10,1,2350.0545,8264.9209,7,7359881.2215,27.21,0.3600,3.7004,855,1572
Sipht_100,LIWSA_L0.10,2,2359.8435,8267.2900,11,7278763.6348,27.12,0.3762,3.6857,940,1739
Sipht_100,LIWSA_L0.10,3,2353.0065,8266.1122,6,7357710.4297,27.23,0.3608,3.6958,1044,2164
Sipht_100,LIWSA_L0.10,4,2364.3975,8278.8571,10,7348203.7268,27.17,0.3626,3.6780,1033,1939
Sipht_100,LIWSA_L0.10,5,2353.1460,8265.6505,4,7154940.7287,27.19,0.3610,3.6956,942,1712
Sipht_100,LIWSA_L0.30,1,2353.4955,8263.4184,5,7356504.7172,27.11,0.3630,3.6949,788,1543
Sipht_100,LIWSA_L0.30,2,2354.6025,8264.9979,13,7336738.0353,27.12,0.3636,3.6932,1117,2526
Sipht_100,LIWSA_L0.30,3,2352.2240,8264.0712,8,7362911.7612,27.11,0.3569,3.6970,1322,3392
Sipht_100,LIWSA_L0.30,4,2350.9715,8275.6866,10,7338019.1313,27.29,0.3721,3.6997,804,1842
Sipht_100,LIWSA_L0.30,5,2351.3900,8264.9763,13,7358946.5065,27.22,0.3589,3.6983,733,1585
Sipht_100,LIWSA_L0.50,1,2352.7040,8264.7448,8,7317815.2921,27.17,0.3646,3.6962,614,1639
Sipht_100,LIWSA_L0.50,2,2353.5890,8262.9562,6,6961533.1656,27.09,0.3622,3.6948,777,1632
Sipht_100,LIWSA_L0.50,3,2353.4350,8263.5359,4,7368894.4685,27.13,0.3557,3.6951,775,1880
Sipht_100,LIWSA_L0.50,4,2352.1915,8262.8766,5,7349196.5581,27.11,0.3594,3.6971,1401,2763
Sipht_100,LIWSA_L0.50,5,2351.5500,8261.4550,7,7372778.4519,27.07,0.3515,3.6980,645,1768
Sipht_100,LIWSA_L0.70,1,2351.0190,8262.0200,8,7362712.4855,27.07,0.3610,3.6988,478,1510
Sipht_100,LIWSA_L0.70,2,2351.6600,8261.5213,4,7079874.4234,27.05,0.3609,3.6978,566,1477
Sipht_100,LIWSA_L0.70,3,2351.5380,8271.9083,9,7290793.4709,27.19,0.3573,3.6980,359,1182
Sipht_100,LIWSA_L0.70,4,2351.7535,8265.6637,4,6952656.5885,27.18,0.3671,3.6985,424,1291
Sipht_100,LIWSA_L0.70,5,2353.8655,8262.2727,2,6930598.8744,27.06,0.3555,3.6945,608,1379
Sipht_100,LIWSA_L0.90,1,2353.1730,8261.9947,5,7268661.6143,27.06,0.3533,3.6954,285,1260
Sipht_100,LIWSA_L0.90,2,2352.9360,8262.2264,6,6951497.6483,27.09,0.3613,3.6958,237,1272
Sipht_100,LIWSA_L0.90,3,2353.0415,8262.4321,6,6968126.6417,27.03,0.3633,3.6964,247,1232
Sipht_100,LIWSA_L0.90,4,2353.1560,8270.9688,7,7223196.1437,27.28,0.3720,3.6963,239,990
Sipht_100,LIWSA_L0.90,5,2351.5445,8275.2499,11,7357716.1492,27.26,0.3644,3.6981,227,985
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2118555421.0733,60.95,0.7467,5.6782,0,36
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,621815916.6564,55.77,0.8670,3.2632,0,27
Epigenomics_100,LIWSA_L0.10,1,45330.5960,208790.7275,8,2645542553.6300,47.82,0.7467,4.4554,1461,1536
Epigenomics_100,LIWSA_L0.10,2,51558.1570,208790.8553,11,2863967925.1004,42.05,0.7467,3.9173,2603,3365
Epigenomics_100,LIWSA_L0.10,3,35569.0240,208790.7884,7,2740903772.7306,60.95,0.7466,5.6782,1893,1955
Epigenomics_100,LIWSA_L0.10,4,41296.9710,208782.0035,11,2770094584.5659,52.49,0.7467,4.8906,873,902
Epigenomics_100,LIWSA_L0.10,5,42056.4705,208791.0387,11,2814804508.5874,51.55,0.7467,4.8023,985,1008
Epigenomics_100,LIWSA_L0.30,1,35569.0065,208791.0010,10,2782988697.7278,60.95,0.7467,5.6782,724,757
Epigenomics_100,LIWSA_L0.30,2,47551.4715,207254.8044,10,2778480378.7916,44.92,0.7402,4.2474,716,742
Epigenomics_100,LIWSA_L0.30,3,58919.0990,208790.5719,7,2761524938.5171,36.79,0.7467,3.4279,693,720
Epigenomics_100,LIWSA_L0.30,4,49400.3015,207255.2029,9,2813684208.6587,43.24,0.7402,4.0884,1055,1088
Epigenomics_100,LIWSA_L0.30,5,53492.6380,205191.3103,10,2754880661.8742,37.52,0.6766,3.7755,729,752
Epigenomics_100,LIWSA_L0.50,1,43265.4160,208790.8156,6,2655520446.5582,50.11,0.7467,4.6681,572,599
Epigenomics_100,LIWSA_L0.50,2,57811.2315,208790.7416,11,2756168635.0366,37.50,0.7466,3.4936,699,722
Epigenomics_100,LIWSA_L0.50,3,57813.6440,208790.8275,11,2712003985.9800,37.50,0.7467,3.4934,616,638
Epigenomics_100,LIWSA_L0.50,4,35569.0075,208791.0307,9,2814036286.6184,60.95,0.7467,5.6782,550,583
Epigenomics_100,LIWSA_L0.50,5,49098.6225,208790.5648,8,2809922432.2113,44.15,0.7466,4.1135,616,640
Epigenomics_100,LIWSA_L0.70,1,43023.3640,208790.1997,10,2613757198.4244,50.39,0.7467,4.6944,349,371
Epigenomics_100,LIWSA_L0.70,2,39373.8740,208790.7652,9,2758582436.9113,55.06,0.7467,5.1295,426,459
Epigenomics_100,LIWSA_L0.70,3,46410.6790,208790.3824,13,2779315834.1436,46.71,0.7467,4.3518,492,518
Epigenomics_100,LIWSA_L0.70,4,57102.5020,207253.8644,9,2788205520.8089,37.40,0.7377,3.5369,404,426
Epigenomics_100,LIWSA_L0.70,5,48412.3195,207254.6406,13,2868484718.9403,44.12,0.7403,4.1718,447,470
Epigenomics_100,LIWSA_L0.90,1,57447.2140,208789.1356,7,2740456213.2538,37.73,0.7466,3.5157,318,342
Epigenomics_100,LIWSA_L0.90,2,48130.5265,208790.3769,9,2819933206.9980,45.04,0.7466,4.1963,263,323
Epigenomics_100,LIWSA_L0.90,3,49094.9235,207255.2954,9,2742455598.1347,43.50,0.7402,4.1138,324,353
Epigenomics_100,LIWSA_L0.90,4,62792.8240,207254.2045,11,2854244886.5068,34.01,0.7401,3.2164,221,242
Epigenomics_100,LIWSA_L0.90,5,50593.3545,207254.6159,10,2752965937.8760,42.21,0.7401,3.9920,237,262
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,4209075.2057,48.56,0.7697,4.6036,0,28
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,1462195.6752,46.53,0.9272,3.2322,0,17
Inspiral_100,LIWSA_L0.10,1,2876.7515,10293.7845,7,7202625.8812,33.98,0.6415,3.6573,893,918
Inspiral_100,LIWSA_L0.10,2,2595.2330,10332.6255,6,6973986.0082,36.48,0.6262,4.0540,956,1089
Inspiral_100,LIWSA_L0.10,3,2227.0635,10532.8885,7,7565154.1570,48.61,0.7623,4.7238,919,945
Inspiral_100,LIWSA_L0.10,4,2667.7160,9878.5042,6,6697074.6927,33.40,0.5070,3.9440,824,850
Inspiral_100,LIWSA_L0.10,5,3227.5115,9900.2878,9,7362636.0399,26.15,0.4493,3.2599,806,837
Inspiral_100,LIWSA_L0.30,1,2498.7895,10218.5379,9,7297334.3346,39.43,0.6535,4.2101,590,615
Inspiral_100,LIWSA_L0.30,2,2337.7050,10304.8824,10,7035436.9131,41.05,0.6514,4.5007,796,844
Inspiral_100,LIWSA_L0.30,3,2792.3120,10437.5140,8,6755148.4897,36.50,0.6959,3.7678,712,752
Inspiral_100,LIWSA_L0.30,4,2268.9610,10521.5454,5,7233742.5311,47.97,0.7437,4.6366,948,975
Inspiral_100,LIWSA_L0.30,5,2096.5980,10655.1342,10,6969140.1851,52.22,0.7674,5.0176,1712,1773
Inspiral_100,LIWSA_L0.50,1,2037.3695,10623.8368,10,7048964.6293,51.95,0.7452,5.1634,918,967
Inspiral_100,LIWSA_L0.50,2,2207.1865,10721.4999,9,6965443.9192,49.95,0.7554,4.7662,627,665
Inspiral_100,LIWSA_L0.50,3,2248.7915,10541.9050,5,7168067.4723,46.38,0.7028,4.6784,931,974
Inspiral_100,LIWSA_L0.50,4,2750.2360,10402.0648,5,7164784.8383,37.48,0.6748,3.8253,895,938
Inspiral_100,LIWSA_L0.50,5,1950.3820,10650.6670,8,7166534.1033,55.91,0.7594,5.3940,1001,1035
Inspiral_100,LIWSA_L0.70,1,2037.6900,10621.3603,9,7189686.7320,53.23,0.7587,5.1628,511,548
Inspiral_100,LIWSA_L0.70,2,2244.3660,10423.2117,9,7442343.0465,44.79,0.6806,4.6875,568,608
Inspiral_100,LIWSA_L0.70,3,2600.5595,10376.3306,8,7410860.6572,38.47,0.6494,4.0451,418,451
Inspiral_100,LIWSA_L0.70,4,2127.8845,10506.4429,8,7186472.7712,49.21,0.7352,4.9439,462,497
Inspiral_100,LIWSA_L0.70,5,2147.3985,10527.8952,11,7142601.2932,45.22,0.6631,4.8989,475,512
Inspiral_100,LIWSA_L0.90,1,2779.4515,10093.4093,10,7685582.5147,32.15,0.5374,3.7853,261,288
Inspiral_100,LIWSA_L0.90,2,2204.2460,10470.2475,10,7152436.4504,46.47,0.7012,4.7727,239,266
Inspiral_100,LIWSA_L0.90,3,2612.6490,10391.4058,12,7604829.8819,38.80,0.6821,4.0266,216,239
Inspiral_100,LIWSA_L0.90,4,2402.3310,10732.3737,7,7402882.0117,46.58,0.7758,4.3792,210,235
Inspiral_100,LIWSA_L0.90,5,2301.8245,10650.0115,14,6928608.8498,48.16,0.7502,4.5704,240,268
